"upeople_id","no_of_review_by_the_author_got_merged","AVG_Merge_Time","X326scmChanges","X86scrChanges","X1mslChanges","number_of_domain","country","X326linesadded","X326linesremoved","X86ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
199,9,0,1,10,0,3,6,331,124,9,8,4,4,4,4,0.333333333333333,0.0284900284900285,0.446080767612399
415,60,0,24,72,0,3,6,575,267,60,4,4,4,4,0,0.333333333333333,0.0214132762312634,0.670093466150671
527,319,0,927,336,1,4,10,150579,105682,319,1,8,8,8,4,0.142857142857143,0.0224719101123595,1
535,0,0,0,0,0,5,9,0,0,0,5,0,0,0,0,0,0.0909090909090909,0.00876564658191429
543,222,0,36,245,0,4,7,2244,7746,222,11,8,8,8,5,0.142857142857143,0.0284900284900285,0.877858418071652
818,0,0,1,0,0,3,6,2,1,0,6,0,0,0,0,0,0.0909090909090909,0.00876564658191429
833,3,0,2,3,0,2,9,4,2,3,10,2,2,2,0,0,0.0207900207900208,0.0398324546366591
1554,0,0,1,0,0,2,8,719,0,0,7,0,0,0,0,0,0.0909090909090909,0.00876564658191429
2913,0,0,0,2,0,5,6,0,0,0,9,2,2,2,0,0,0.0278551532033426,0.00742437259872243
378235,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0.0909090909090909,0.00876564658191429
378243,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0.0909090909090909,0.00876564658191429
